日期,uid,获取积分数
2022/5/7,9996191,532.406
2022/5/7,9972628,332.32
2022/5/7,1111,647.32
2022/5/7,1111,106.12
2022/5/7,9901251,1096.52
2022/5/7,9898938,5.04
2022/5/7,9801385,51.31
